RevolvingUtilization,Age,Times30_59Late,DebtRatio,MonthlyIncome,OpenCreditLines,Times90Late,RealEstateLines,Times60_89Late,Dependents,Target
1.1637522057206955,-0.3181818181818182,2.0,0.6214724957672035,1.0601310914790538,0.8333333333333334,0.0,1.5,0.0,2.0,1
1.5270900040254205,-0.5454545454545454,0.0,-0.3529385776877832,-0.7979481333713309,-0.6666666666666666,0.0,-0.5,0.0,1.0,0
0.9584327264916838,-0.6363636363636364,1.0,-0.4055326064185079,-0.6719863208891422,-1.0,1.0,-0.5,0.0,0.0,0
0.15125947715912602,-1.0,0.0,-0.47572463352973854,-0.5984611000284982,-0.5,0.0,-0.5,0.0,0.0,0
1.432155656329834,-0.13636363636363635,1.0,-0.491638951212449,5.043533770304916,-0.16666666666666666,0.0,0.0,0.0,0.0,0
0.1120181243363228,1.0,0.0,0.010056457080785423,-0.5414648047876888,-0.8333333333333334,0.0,0.0,0.0,1.0,0
0.28796485726997273,0.22727272727272727,0.0,7135.516026163647,0.0,0.0,0.0,1.0,0.0,0.0,0
1.1415686817854358,-0.5909090909090909,0.0,-0.22695177599736768,-0.5414648047876888,0.0,0.0,-0.5,0.0,0.0,0
-0.07101232429641167,-1.1363636363636365,0.0,65.28171533048429,0.0,-1.0,0.0,-0.5,0.0,0.0,0
0.06635063031128655,0.22727272727272727,0.0,0.3400799799548033,5.043533770304916,0.16666666666666666,0.0,1.5,0.0,2.0,0
0.9318911954293854,-1.0,0.0,-0.08455223918295207,-0.8264462809917356,-0.5,0.0,-0.5,0.0,0.0,0
-0.25770323970461356,-0.045454545454545456,0.0,0.23312296332815746,0.3137646053006555,-0.16666666666666666,0.0,0.5,0.0,2.0,0
-0.273768446252419,-0.2727272727272727,0.0,-0.10046390733754382,2.010259333143346,0.8333333333333334,0.0,0.5,0.0,2.0,0
1.541396334457797,-0.5454545454545454,3.0,0.020582720418818604,2.365346252493588,0.16666666666666666,3.0,0.0,1.0,2.0,1
-0.2560704047717876,1.0909090909090908,0.0,681.883561525397,-1.5388999715018523,-0.3333333333333333,0.0,0.0,0.0,0.0,0
0.7497359518441961,0.5454545454545454,0.0,-0.2270208225284649,1.6990595611285266,-0.16666666666666666,0.0,0.0,0.0,2.0,0
-0.1772693931190667,1.1818181818181819,0.0,2943.710751395831,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0
0.022822289069017683,0.045454545454545456,0.0,-0.25794775995509295,0.968937019093759,-0.16666666666666666,0.0,-0.5,0.0,0.0,0
0.12844058514971854,-0.4090909090909091,0.0,0.2279141498468353,-0.604160729552579,-0.16666666666666666,0.0,0.0,0.0,2.0,0
0.8530863530498698,-1.2272727272727273,0.0,-0.4330652551178765,-1.4440011399259047,-1.0,0.0,-0.5,0.0,0.0,0
0.08870794256654849,-0.4090909090909091,0.0,0.08793909149165799,1.9663721858079224,0.3333333333333333,0.0,0.5,0.0,0.0,0
-0.24465982990097038,-0.6363636363636364,0.0,0.1534548946085597,-0.6839555428897122,-0.16666666666666666,0.0,0.0,0.0,2.0,1
1.608590677590444,-0.5909090909090909,0.0,-0.1823682550433707,-0.8264462809917356,-0.6666666666666666,0.0,-0.5,0.0,0.0,0
-0.14999312333185064,-0.9090909090909091,0.0,-0.4049620508531056,0.7170133941293816,-0.3333333333333333,0.0,-0.5,0.0,0.0,0
-0.20489826856398544,0.2727272727272727,0.0,-0.18162677916296008,-0.8503847249928754,0.16666666666666666,0.0,0.0,0.0,0.0,0
0.45261766800127873,-0.09090909090909091,0.0,1.754920079652426,-0.20632658877172982,1.0,0.0,1.0,0.0,1.0,1
-0.1937221630841357,0.2727272727272727,0.0,-0.38756558542404623,0.835850669706469,2.3333333333333335,0.0,0.0,0.0,0.0,0
-0.22798685591283785,0.7727272727272727,0.0,-0.4666639269134364,-0.8264462809917356,1.5,0.0,-0.5,0.0,1.0,0
0.567249116439251,-1.2727272727272727,0.0,-0.5104724151125347,-0.5699629524080935,-1.1666666666666667,0.0,-0.5,0.0,0.0,0
0.45403679440856004,0.2727272727272727,2.0,0.09660326160373536,0.028498147620404674,1.1666666666666667,0.0,0.0,0.0,0.0,0
1.0457250652457986,-1.0909090909090908,1.0,-0.3052628914661164,-0.3419777714448561,0.0,0.0,-0.5,0.0,0.0,0
1.608590677590444,-1.2727272727272727,0.0,0.14896511327269904,-1.3251638643488173,-1.1666666666666667,0.0,-0.5,0.0,0.0,0
